timestamp,smoke,flame,co,voc,temp,humid
1186000,69,0,436,408,19.09,50.41
1186100,68,1,436,408,19.10,50.40
1186200,70,0,436,409,19.09,50.40
1186300,70,0,437,409,19.09,50.40
1186400,68,0,437,408,19.10,50.38
1186500,70,0,437,408,19.09,50.38
1186600,68,0,438,409,19.10,50.42
1186700,68,0,438,408,19.10,50.40
1186800,67,0,438,408,19.09,50.41
1186900,70,1,438,408,19.10,50.43
1187000,70,1,440,408,19.09,50.40
1187100,69,1,439,409,19.09,50.40
1187200,69,1,441,409,19.09,50.44
1187300,70,0,441,409,19.09,50.40
1187400,69,2,442,408,19.09,50.43
1187500,67,0,441,409,19.09,50.39
1187600,68,0,442,408,19.10,50.41
1187700,70,1,441,408,19.09,50.42
1187800,68,4,442,408,19.09,50.41
1187900,68,0,445,409,19.08,50.42
1188000,69,0,447,408,19.08,50.44
1188100,68,0,448,409,19.08,50.43
1188200,69,1,447,409,19.08,50.43
1188300,68,0,446,409,19.09,50.42
1188400,71,1,447,409,19.08,50.41
1188500,69,0,446,409,19.08,50.42
1188600,70,0,446,408,19.07,50.39
1188700,69,1,445,408,19.08,50.42
1188800,70,1,445,408,19.07,50.41
1188900,70,1,447,408,19.07,50.43
1189000,71,1,447,409,19.08,50.42
1189100,70,1,448,408,19.08,50.40
1189200,70,1,450,408,19.09,50.42
1189300,70,1,451,408,19.09,50.39
1189400,69,0,451,408,19.08,50.44
1189500,69,0,450,408,19.10,50.43
1189600,69,0,448,408,19.09,50.42
1189700,70,2,448,409,19.08,50.40
1189800,68,0,448,409,19.09,50.45
1189900,68,0,446,408,19.09,50.46
1190000,68,0,445,408,19.09,50.43
1190100,70,1,446,409,19.09,50.41
1190200,69,1,446,409,19.09,50.42
1190300,70,2,445,408,19.08,50.42
1190400,69,1,445,408,19.11,50.42
1190500,70,1,445,409,19.10,50.42
1190600,68,0,444,408,19.11,50.45
1190700,70,0,444,409,19.10,50.44
1190800,68,0,444,409,19.09,50.43
1190900,70,2,443,409,19.10,50.45
1191000,69,0,441,408,19.09,50.43
1191100,70,2,442,409,19.10,50.42
1191200,70,1,441,408,19.09,50.41
1191300,69,2,440,408,19.07,50.42
1191400,69,1,441,409,19.08,50.44
1191500,67,0,440,408,19.09,50.44
1191600,68,0,440,409,19.10,50.42
1191700,70,1,439,408,19.08,50.45
1191800,67,0,437,409,19.08,50.41
1191900,70,1,436,408,19.08,50.45
1192000,68,1,437,409,19.08,50.45
1192100,70,0,437,408,19.08,50.46
1192200,68,0,436,408,19.09,50.47
1192300,67,0,437,409,19.10,50.42
1192400,68,1,436,408,19.09,50.42
1192500,70,0,437,409,19.09,50.46
1192600,71,1,437,408,19.09,50.43
1192700,69,0,435,409,19.09,50.42
1192800,68,1,436,408,19.09,50.46
1192900,68,0,436,409,19.09,50.40
1193000,70,0,434,409,19.10,50.42
1193100,70,0,432,409,19.10,50.41
1193200,70,0,432,408,19.09,50.45
1193300,70,1,433,409,19.09,50.43
1193400,69,0,434,409,19.10,50.40
1193500,69,0,435,408,19.10,50.42
1193600,69,0,435,408,19.08,50.44
1193700,69,0,436,408,19.10,50.42
1193800,70,1,437,409,19.10,50.44
1193900,68,0,436,409,19.09,50.44
1194000,69,2,436,408,19.09,50.41
1194100,69,0,437,408,19.10,50.39
1194200,70,0,437,407,19.11,50.42
1194300,68,0,438,409,19.08,50.42
1194400,70,0,438,409,19.10,50.44
1194500,68,0,439,409,19.09,50.46
1194600,70,1,439,408,19.07,50.41
1194700,68,0,439,409,19.09,50.46
1194800,70,1,440,409,19.10,50.41
1194900,71,0,440,408,19.11,50.41
1195000,70,1,442,408,19.09,50.42
1195100,70,2,442,408,19.10,50.42
1195200,70,3,442,408,19.10,50.40
1195300,69,0,442,408,19.10,50.40
1195400,69,0,442,408,19.09,50.44
1195500,68,0,441,409,19.10,50.43
1195600,70,2,443,408,19.09,50.41
1195700,67,0,445,408,19.10,50.44
1195800,70,2,447,408,19.11,50.44
1195900,70,2,447,408,19.10,50.42
1196000,70,1,446,408,19.10,50.40
