timestamp,smoke,flame,co,voc,temp,humid
1393800,69,1,433,402,19.15,49.11
1393900,68,1,433,402,19.15,49.16
1394000,69,1,432,401,19.15,49.16
1394100,70,0,432,402,19.14,49.16
1394200,68,1,429,402,19.14,49.19
1394300,69,0,426,402,19.13,49.22
1394400,68,0,426,402,19.13,49.19
1394500,68,3,426,402,19.14,49.22
1394600,67,0,426,402,19.14,49.27
1394700,69,1,427,402,19.14,49.21
1394800,69,1,427,402,19.15,49.20
1394900,67,1,428,402,19.13,49.18
1395000,66,2,429,403,19.13,49.20
1395100,68,0,429,402,19.14,49.15
1395200,66,0,429,403,19.14,49.16
1395300,69,0,429,402,19.14,49.17
1395400,69,5,429,402,19.13,49.19
1395500,68,0,429,403,19.14,49.21
1395600,69,1,429,402,19.13,49.21
1395700,68,1,429,403,19.13,49.23
1395800,66,0,431,402,19.13,49.26
1395900,68,0,429,403,19.13,49.29
1396000,69,4,432,402,19.12,49.31
1396100,68,1,429,403,19.13,49.29
1396200,71,0,429,402,19.12,49.29
1396300,68,1,430,402,19.13,49.33
1396400,68,0,431,403,19.13,49.31
1396500,69,0,431,402,19.14,49.34
1396600,68,1,432,403,19.13,49.37
1396700,70,0,434,403,19.14,49.36
1396800,68,2,433,402,19.13,49.36
1396900,66,0,433,403,19.13,49.36
1397000,68,0,432,403,19.13,49.37
1397100,66,1,433,403,19.14,49.42
1397200,66,1,432,403,19.13,49.42
1397300,69,0,432,403,19.13,49.41
1397400,69,0,433,402,19.13,49.45
1397500,69,0,434,403,19.12,49.48
1397600,69,0,436,403,19.12,49.53
1397700,68,0,437,403,19.12,49.55
1397800,67,0,439,402,19.12,49.54
1397900,69,0,439,403,19.12,49.59
1398000,69,0,439,403,19.13,49.57
1398100,70,0,438,403,19.14,49.62
1398200,68,1,438,403,19.13,49.65
1398300,67,2,438,403,19.12,49.67
1398400,67,2,439,403,19.13,49.68
1398500,68,2,439,403,19.13,49.72
1398600,70,2,437,403,19.13,49.71
1398700,67,1,438,403,19.13,49.76
1398800,68,1,438,403,19.14,49.81
1398900,67,5,440,403,19.13,49.78
1399000,69,0,438,402,19.13,49.78
1399100,67,1,440,403,19.14,49.80
1399200,69,1,440,403,19.12,49.81
1399300,69,1,439,403,19.13,49.84
1399400,68,1,439,403,19.13,49.85
1399500,67,0,439,403,19.13,49.83
1399600,69,1,438,403,19.13,49.85
1399700,69,0,438,403,19.14,49.83
1399800,69,0,437,403,19.12,49.83
1399900,68,0,438,402,19.14,49.84
1400000,69,0,437,403,19.13,49.81
1400100,71,0,436,403,19.12,49.78
1400200,67,1,435,402,19.12,49.76
1400300,70,0,435,402,19.12,49.72
1400400,66,2,435,403,19.12,49.73
1400500,68,1,435,403,19.12,49.73
1400600,68,1,435,402,19.12,49.71
1400700,69,0,435,402,19.12,49.70
1400800,67,1,434,402,19.12,49.68
1400900,69,0,434,402,19.12,49.68
1401000,71,0,434,403,19.12,49.65
1401100,68,1,432,403,19.13,49.64
1401200,69,0,431,403,19.13,49.70
1401300,69,0,431,403,19.12,49.67
1401400,68,2,431,402,19.13,49.65
1401500,69,0,430,402,19.11,49.63
1401600,69,1,429,403,19.14,49.62
1401700,69,0,430,403,19.12,49.60
1401800,68,1,430,403,19.12,49.57
1401900,69,0,431,402,19.12,49.56
1402000,69,0,431,403,19.14,49.56
1402100,68,0,434,402,19.12,49.53
1402200,67,0,434,403,19.13,49.56
1402300,67,1,434,403,19.12,49.49
1402400,68,1,435,403,19.13,49.47
1402500,69,0,435,403,19.12,49.49
1402600,69,0,432,402,19.12,49.48
1402700,68,0,429,402,19.14,49.45
1402800,69,0,429,403,19.12,49.43
1402900,68,0,428,403,19.14,49.42
1403000,67,0,428,403,19.13,49.46
1403100,66,1,429,403,19.14,49.42
1403200,68,0,429,403,19.13,49.44
1403300,69,1,432,403,19.13,49.43
1403400,69,0,434,403,19.12,49.47
1403500,67,1,434,403,19.12,49.47
1403600,66,1,433,403,19.13,49.50
1403700,66,1,434,403,19.12,49.50
1403800,69,1,432,403,19.13,49.52
