timestamp,smoke,flame,co,voc,temp,humid
1479400,68,0,430,399,19.16,49.06
1479500,68,0,429,399,19.16,49.05
1479600,67,0,430,398,19.16,49.06
1479700,68,1,428,398,19.17,49.03
1479800,69,1,430,399,19.16,49.00
1479900,65,0,431,398,19.16,48.99
1480000,66,1,432,398,19.17,48.98
1480100,68,1,433,398,19.17,48.90
1480200,69,1,433,398,19.17,48.87
1480300,69,1,433,398,19.17,48.86
1480400,68,0,433,400,19.16,48.85
1480500,69,1,433,400,19.18,48.82
1480600,68,1,432,399,19.17,48.82
1480700,67,1,432,398,19.16,48.81
1480800,68,0,432,398,19.17,48.81
1480900,68,0,432,398,19.17,48.78
1481000,66,0,432,399,19.18,48.81
1481100,67,1,431,398,19.17,48.80
1481200,68,1,431,398,19.17,48.81
1481300,69,1,431,398,19.17,48.83
1481400,67,3,431,397,19.17,48.80
1481500,67,2,430,398,19.17,48.82
1481600,69,4,432,398,19.16,48.79
1481700,69,0,431,398,19.16,48.83
1481800,65,1,435,399,19.17,48.82
1481900,68,3,437,398,19.17,48.86
1482000,68,0,436,399,19.17,48.86
1482100,69,1,435,398,19.17,48.87
1482200,68,2,436,398,19.17,48.90
1482300,67,0,435,399,19.18,48.91
1482400,66,1,434,399,19.18,48.92
1482500,67,1,434,399,19.17,48.94
1482600,68,0,434,398,19.17,48.94
1482700,68,0,433,398,19.16,48.98
1482800,68,1,432,398,19.16,49.01
1482900,66,1,433,398,19.17,49.03
1483000,68,0,433,397,19.17,49.06
1483100,67,1,432,398,19.17,49.02
1483200,68,0,432,398,19.16,49.03
1483300,67,0,432,398,19.17,49.06
1483400,68,0,432,399,19.17,49.07
1483500,68,0,433,398,19.17,49.05
1483600,68,0,432,399,19.16,49.10
1483700,69,0,433,398,19.17,49.10
1483800,67,0,431,398,19.15,49.11
1483900,68,0,432,398,19.17,49.12
1484000,65,0,432,398,19.18,49.12
1484100,66,0,432,399,19.16,49.14
1484200,68,14,432,399,19.16,49.17
1484300,68,0,431,399,19.16,49.20
1484400,67,0,431,398,19.17,49.18
1484500,69,0,431,399,19.16,49.21
1484600,68,0,430,399,19.17,49.23
1484700,68,1,430,399,19.18,49.20
1484800,69,1,429,399,19.17,49.24
1484900,68,2,429,399,19.16,49.21
1485000,67,3,428,398,19.17,49.26
1485100,69,1,429,399,19.16,49.23
1485200,69,2,429,399,19.16,49.25
1485300,66,2,427,399,19.16,49.25
1485400,67,0,427,399,19.17,49.25
1485500,68,2,425,398,19.18,49.22
1485600,67,0,423,398,19.17,49.23
1485700,68,1,423,398,19.16,49.15
1485800,68,2,424,399,19.16,49.17
1485900,68,1,424,398,19.14,49.14
1486000,66,1,425,398,19.16,49.07
1486100,68,0,425,399,19.15,49.05
1486200,68,0,423,399,19.16,49.04
1486300,68,1,425,399,19.16,49.06
1486400,68,1,425,399,19.16,49.03
1486500,67,1,426,398,19.16,49.05
1486600,66,1,427,398,19.15,49.03
1486700,68,0,428,399,19.17,49.03
1486800,68,0,426,399,19.16,49.04
1486900,68,0,427,399,19.15,49.07
1487000,68,1,427,398,19.15,49.07
1487100,68,0,426,399,19.15,49.08
1487200,67,2,425,398,19.15,49.11
1487300,68,0,424,398,19.14,49.13
1487400,68,1,423,399,19.13,49.13
1487500,67,1,423,399,19.14,49.17
1487600,69,1,423,399,19.15,49.20
1487700,66,1,423,398,19.14,49.19
1487800,68,1,423,398,19.15,49.23
1487900,67,0,424,399,19.16,49.23
1488000,68,1,425,399,19.15,49.25
1488100,68,1,425,399,19.16,49.20
1488200,67,0,426,399,19.14,49.25
1488300,68,1,426,398,19.14,49.28
1488400,66,0,426,399,19.15,49.25
1488500,67,0,427,399,19.15,49.29
1488600,68,1,427,399,19.15,49.31
1488700,67,3,426,399,19.15,49.32
1488800,68,0,427,399,19.14,49.31
1488900,68,1,427,399,19.13,49.32
1489000,68,0,427,399,19.15,49.34
1489100,68,0,427,399,19.14,49.30
1489200,67,0,427,399,19.15,49.35
1489300,66,1,428,399,19.17,49.32
1489400,68,0,427,399,19.15,49.30
