timestamp,smoke,flame,co,voc,temp,humid
1198200,69,0,444,408,19.10,50.41
1198300,68,1,445,408,19.09,50.42
1198400,69,2,445,408,19.10,50.42
1198500,67,0,443,409,19.10,50.41
1198600,69,1,444,409,19.11,50.42
1198700,70,1,443,409,19.10,50.39
1198800,69,3,444,409,19.10,50.45
1198900,69,1,442,409,19.10,50.43
1199000,68,0,441,408,19.10,50.42
1199100,70,0,441,409,19.11,50.40
1199200,70,0,441,408,19.10,50.41
1199300,69,0,441,409,19.10,50.40
1199400,69,2,441,409,19.10,50.40
1199500,70,0,440,408,19.09,50.40
1199600,70,2,441,409,19.09,50.44
1199700,69,0,440,409,19.10,50.40
1199800,69,1,438,408,19.10,50.40
1199900,70,2,436,408,19.09,50.41
1200000,70,1,437,409,19.10,50.37
1200100,70,0,436,408,19.10,50.36
1200200,70,0,437,408,19.11,50.41
1200300,70,1,437,409,19.10,50.42
1200400,70,1,437,408,19.10,50.40
1200500,69,2,437,408,19.09,50.39
1200600,69,3,437,408,19.10,50.42
1200700,69,0,437,409,19.09,50.39
1200800,69,1,436,409,19.10,50.40
1200900,69,0,437,408,19.09,50.43
1201000,69,1,436,408,19.09,50.36
1201100,73,0,435,408,19.10,50.39
1201200,69,0,434,409,19.10,50.37
1201300,68,0,432,408,19.10,50.35
1201400,70,0,433,407,19.10,50.40
1201500,68,0,434,408,19.11,50.37
1201600,68,4,434,409,19.09,50.37
1201700,70,1,435,408,19.09,50.38
1201800,70,1,436,409,19.09,50.39
1201900,69,0,436,408,19.09,50.39
1202000,70,0,437,408,19.09,50.41
1202100,69,1,436,408,19.10,50.37
1202200,71,0,437,408,19.10,50.36
1202300,70,1,439,408,19.09,50.38
1202400,69,0,437,408,19.09,50.35
1202500,69,2,438,409,19.10,50.38
1202600,69,1,438,408,19.10,50.40
1202700,69,2,436,409,19.10,50.39
1202800,69,0,438,408,19.10,50.37
1202900,71,1,439,409,19.11,50.35
1203000,70,0,439,408,19.12,50.37
1203100,69,1,439,409,19.10,50.38
1203200,68,0,438,409,19.10,50.36
1203300,67,0,441,409,19.09,50.36
1203400,69,1,442,408,19.10,50.37
1203500,68,0,440,408,19.09,50.36
1203600,70,0,442,409,19.09,50.36
1203700,70,1,441,408,19.10,50.37
1203800,70,1,441,408,19.11,50.37
1203900,69,0,442,408,19.08,50.37
1204000,69,1,442,408,19.10,50.35
1204100,67,0,443,409,19.10,50.34
1204200,70,1,444,409,19.10,50.35
1204300,70,0,446,408,19.09,50.36
1204400,68,0,446,409,19.11,50.37
1204500,70,1,446,408,19.11,50.36
1204600,71,1,445,409,19.10,50.38
1204700,70,1,446,408,19.09,50.38
1204800,69,2,446,408,19.08,50.36
1204900,68,0,445,409,19.09,50.37
1205000,67,1,445,409,19.09,50.36
1205100,69,0,445,408,19.10,50.39
1205200,70,0,445,409,19.09,50.35
1205300,69,2,446,409,19.10,50.41
1205400,69,2,446,409,19.10,50.37
1205500,68,0,446,407,19.09,50.37
1205600,70,0,447,408,19.10,50.35
1205700,69,1,448,409,19.10,50.38
1205800,69,1,451,409,19.10,50.38
1205900,70,0,450,408,19.09,50.37
1206000,69,1,449,408,19.11,50.37
1206100,70,2,448,408,19.10,50.40
1206200,68,0,448,408,19.10,50.38
1206300,70,1,448,408,19.09,50.35
1206400,70,2,446,409,19.09,50.36
1206500,70,2,445,408,19.09,50.38
1206600,68,1,445,408,19.10,50.37
1206700,68,0,446,409,19.08,50.34
1206800,67,0,445,409,19.10,50.37
1206900,70,2,445,408,19.09,50.36
1207000,70,1,444,409,19.07,50.37
1207100,69,0,445,409,19.09,50.35
1207200,69,0,445,409,19.10,50.32
1207300,70,1,444,409,19.10,50.37
1207400,69,1,444,409,19.09,50.38
1207500,70,2,444,409,19.10,50.37
1207600,70,2,443,409,19.11,50.38
1207700,69,0,443,409,19.10,50.36
1207800,69,1,442,409,19.11,50.35
1207900,69,1,442,408,19.09,50.39
1208000,68,1,441,409,19.10,50.36
1208100,68,0,441,409,19.10,50.39
1208200,67,1,440,409,19.09,50.38
1208300,69,0,441,408,19.10,50.37
