timestamp,smoke,flame,co,voc,temp,humid
1418300,69,1,436,400,19.14,49.26
1418400,68,1,437,400,19.14,49.29
1418500,67,4,436,400,19.13,49.24
1418600,68,1,437,400,19.13,49.27
1418700,69,1,437,400,19.13,49.29
1418800,67,0,438,400,19.13,49.26
1418900,68,0,436,399,19.13,49.30
1419000,68,2,436,400,19.14,49.29
1419100,68,6,435,400,19.13,49.27
1419200,67,0,436,400,19.14,49.26
1419300,66,0,436,400,19.13,49.26
1419400,68,1,437,400,19.12,49.24
1419500,68,1,435,400,19.12,49.23
1419600,68,1,436,400,19.13,49.23
1419700,67,0,435,400,19.14,49.28
1419800,67,0,438,400,19.12,49.24
1419900,67,0,439,400,19.13,49.27
1420000,68,0,440,400,19.13,49.27
1420100,66,2,439,400,19.14,49.28
1420200,68,1,438,399,19.14,49.28
1420300,66,1,437,400,19.15,49.31
1420400,68,1,436,399,19.13,49.28
1420500,67,0,436,400,19.15,49.27
1420600,69,0,435,400,19.14,49.28
1420700,67,0,434,400,19.15,49.28
1420800,68,7,435,400,19.14,49.30
1420900,65,1,435,401,19.15,49.29
1421000,69,1,435,400,19.14,49.30
1421100,69,1,435,400,19.15,49.27
1421200,67,0,435,400,19.14,49.27
1421300,67,0,434,399,19.15,49.30
1421400,67,2,434,400,19.15,49.29
1421500,69,2,434,400,19.15,49.32
1421600,68,1,433,400,19.15,49.29
1421700,67,1,434,401,19.15,49.28
1421800,69,1,433,401,19.14,49.29
1421900,67,0,434,400,19.14,49.32
1422000,68,0,434,400,19.14,49.31
1422100,69,1,434,400,19.14,49.30
1422200,67,1,434,400,19.14,49.31
1422300,68,0,433,400,19.15,49.32
1422400,68,1,431,400,19.14,49.27
1422500,67,2,429,400,19.13,49.29
1422600,67,0,433,400,19.15,49.30
1422700,68,1,434,400,19.15,49.28
1422800,67,2,433,400,19.14,49.27
1422900,65,0,432,400,19.15,49.29
1423000,66,2,431,400,19.15,49.25
1423100,68,0,428,400,19.14,49.24
1423200,68,0,427,400,19.15,49.25
1423300,68,0,428,400,19.14,49.24
1423400,69,1,428,400,19.15,49.24
1423500,68,0,427,400,19.15,49.25
1423600,68,0,428,400,19.14,49.22
1423700,69,1,426,400,19.13,49.19
1423800,67,2,428,400,19.14,49.19
1423900,69,0,428,400,19.14,49.16
1424000,67,1,428,400,19.14,49.15
1424100,69,1,429,399,19.14,49.14
1424200,68,1,428,400,19.13,49.13
1424300,69,1,427,399,19.14,49.08
1424400,68,1,427,400,19.14,49.09
1424500,69,1,428,400,19.14,49.10
1424600,66,0,427,400,19.13,49.06
1424700,68,2,427,400,19.15,49.05
1424800,68,0,424,399,19.15,49.06
1424900,67,2,424,400,19.13,49.03
1425000,68,0,426,400,19.14,49.03
1425100,68,0,426,400,19.15,49.03
1425200,69,1,427,400,19.15,48.95
1425300,67,0,427,399,19.15,48.96
1425400,68,1,427,399,19.15,48.98
1425500,69,1,427,399,19.14,48.92
1425600,68,0,428,400,19.14,48.91
1425700,68,0,429,400,19.14,48.90
1425800,68,0,428,400,19.15,48.91
1425900,68,0,428,399,19.17,48.85
1426000,67,0,427,401,19.15,48.84
1426100,68,1,427,400,19.16,48.83
1426200,69,1,428,400,19.15,48.82
1426300,69,1,428,400,19.16,48.81
1426400,69,0,428,400,19.15,48.78
1426500,67,0,428,400,19.14,48.73
1426600,67,1,429,399,19.15,48.78
1426700,69,2,428,400,19.15,48.71
1426800,67,0,428,400,19.16,48.70
1426900,68,1,428,400,19.15,48.67
1427000,68,2,429,400,19.17,48.64
1427100,68,1,429,399,19.16,48.59
1427200,69,2,430,400,19.17,48.59
1427300,68,1,430,399,19.15,48.57
1427400,68,1,430,399,19.16,48.55
1427500,68,0,430,399,19.17,48.54
1427600,68,0,430,399,19.15,48.53
1427700,68,0,431,399,19.15,48.51
1427800,69,2,431,399,19.15,48.49
1427900,68,0,431,400,19.16,48.51
1428000,66,0,432,399,19.15,48.51
1428100,69,0,433,399,19.16,48.52
1428200,69,1,435,399,19.15,48.57
1428300,68,0,435,399,19.16,48.58
