timestamp,smoke,flame,co,voc,temp,humid
1137200,70,2,438,408,19.10,50.35
1137300,70,1,440,408,19.09,50.35
1137400,70,1,441,408,19.11,50.36
1137500,67,0,441,408,19.10,50.36
1137600,67,0,441,408,19.11,50.38
1137700,69,0,441,408,19.10,50.37
1137800,70,2,441,408,19.11,50.36
1137900,68,0,441,408,19.10,50.36
1138000,68,0,442,408,19.09,50.35
1138100,70,1,445,408,19.09,50.39
1138200,70,1,446,408,19.10,50.37
1138300,68,0,446,408,19.10,50.39
1138400,70,1,446,407,19.11,50.38
1138500,68,2,445,408,19.11,50.38
1138600,69,1,445,408,19.10,50.35
1138700,71,0,446,408,19.10,50.36
1138800,69,1,446,408,19.11,50.38
1138900,70,2,446,408,19.10,50.33
1139000,69,1,447,408,19.10,50.37
1139100,70,1,446,408,19.10,50.39
1139200,69,1,446,408,19.10,50.37
1139300,70,1,447,408,19.11,50.36
1139400,69,1,449,409,19.11,50.37
1139500,69,0,450,408,19.10,50.35
1139600,69,1,450,408,19.10,50.37
1139700,68,1,449,408,19.09,50.36
1139800,68,1,449,408,19.09,50.37
1139900,69,1,448,408,19.10,50.36
1140000,70,2,447,408,19.09,50.39
1140100,68,1,447,408,19.09,50.37
1140200,70,2,446,408,19.10,50.37
1140300,70,1,445,408,19.10,50.36
1140400,70,0,445,408,19.10,50.36
1140500,70,0,445,408,19.10,50.37
1140600,68,0,445,408,19.10,50.37
1140700,70,1,445,408,19.10,50.37
1140800,70,0,445,408,19.08,50.34
1140900,70,0,444,408,19.10,50.39
1141000,71,2,444,408,19.09,50.35
1141100,69,1,444,408,19.09,50.35
1141200,68,0,443,408,19.09,50.37
1141300,70,0,444,408,19.08,50.36
1141400,69,1,441,409,19.11,50.37
1141500,69,0,441,408,19.09,50.37
1141600,69,0,440,408,19.11,50.34
1141700,70,1,441,409,19.10,50.34
1141800,70,0,441,408,19.10,50.33
1141900,68,0,441,408,19.09,50.31
1142000,69,0,441,408,19.10,50.32
1142100,69,3,439,408,19.09,50.34
1142200,70,0,437,408,19.08,50.35
1142300,70,0,436,408,19.10,50.32
1142400,69,1,437,408,19.11,50.31
1142500,70,0,436,408,19.11,50.32
1142600,69,1,436,408,19.10,50.32
1142700,70,1,436,408,19.11,50.29
1142800,70,0,436,408,19.09,50.28
1142900,70,0,437,408,19.09,50.32
1143000,68,1,437,408,19.09,50.32
1143100,70,1,436,408,19.11,50.31
1143200,70,1,436,408,19.11,50.31
1143300,69,1,435,408,19.11,50.31
1143400,70,1,434,408,19.11,50.32
1143500,70,0,432,409,19.11,50.32
1143600,69,0,432,408,19.11,50.32
1143700,70,0,433,408,19.12,50.31
1143800,69,0,433,408,19.09,50.29
1143900,70,1,434,408,19.10,50.29
1144000,70,2,436,408,19.09,50.29
1144100,68,1,436,408,19.10,50.30
1144200,70,1,436,408,19.10,50.27
1144300,69,0,436,408,19.10,50.26
1144400,70,1,436,408,19.11,50.31
1144500,69,1,437,408,19.10,50.27
1144600,67,3,437,408,19.10,50.26
1144700,69,2,438,408,19.11,50.27
1144800,71,2,437,408,19.10,50.31
1144900,70,1,438,408,19.09,50.29
1145000,71,0,438,408,19.09,50.30
1145100,69,0,439,408,19.09,50.30
1145200,70,0,439,408,19.10,50.30
1145300,71,1,439,408,19.10,50.26
1145400,69,0,441,408,19.12,50.28
1145500,71,1,441,409,19.11,50.29
1145600,70,0,441,408,19.12,50.29
1145700,70,0,442,408,19.09,50.28
1145800,69,3,441,408,19.10,50.27
1145900,68,0,441,408,19.11,50.27
1146000,69,0,441,409,19.10,50.29
1146100,70,1,443,408,19.08,50.28
1146200,69,1,444,408,19.10,50.28
1146300,70,0,447,408,19.10,50.28
1146400,70,0,447,408,19.10,50.28
1146500,70,1,447,409,19.09,50.30
1146600,70,1,446,408,19.09,50.30
1146700,68,0,446,408,19.10,50.27
1146800,70,2,447,408,19.11,50.28
1146900,69,1,446,408,19.09,50.28
1147000,70,4,446,408,19.10,50.30
1147100,70,2,446,409,19.09,50.24
1147200,69,1,446,409,19.10,50.27
