timestamp,smoke,flame,co,voc,temp,humid
1149400,67,0,444,408,19.10,50.26
1149500,68,0,442,408,19.10,50.27
1149600,68,1,441,408,19.11,50.26
1149700,67,0,440,408,19.10,50.22
1149800,67,0,441,408,19.10,50.24
1149900,68,0,441,408,19.10,50.20
1150000,71,0,441,409,19.10,50.25
1150100,70,1,441,408,19.09,50.23
1150200,70,1,439,404,19.09,50.18
1150300,67,1,438,409,19.11,50.20
1150400,69,0,436,408,19.10,50.22
1150500,70,0,436,409,19.10,50.19
1150600,69,2,437,408,19.09,50.22
1150700,70,2,436,409,19.09,50.20
1150800,68,0,436,408,19.10,50.22
1150900,69,0,437,408,19.09,50.20
1151000,69,1,437,408,19.09,50.20
1151100,70,1,437,408,19.11,50.21
1151200,69,1,436,408,19.10,50.23
1151300,70,0,436,408,19.10,50.23
1151400,69,1,435,408,19.11,50.19
1151500,68,0,435,408,19.11,50.21
1151600,69,1,433,408,19.11,50.20
1151700,70,1,432,408,19.10,50.24
1151800,68,0,434,408,19.10,50.22
1151900,70,2,434,408,19.11,50.22
1152000,70,1,434,408,19.11,50.23
1152100,68,0,435,409,19.10,50.20
1152200,69,2,435,409,19.09,50.20
1152300,71,4,436,409,19.10,50.20
1152400,70,0,437,408,19.10,50.20
1152500,67,0,436,408,19.10,50.20
1152600,69,0,437,408,19.11,50.21
1152700,70,1,437,408,19.11,50.19
1152800,69,1,437,408,19.12,50.19
1152900,67,1,437,409,19.10,50.22
1153000,68,2,437,409,19.11,50.25
1153100,71,1,438,408,19.11,50.22
1153200,68,1,438,408,19.11,50.21
1153300,69,2,439,408,19.10,50.19
1153400,70,1,439,409,19.12,50.19
1153500,70,2,440,409,19.10,50.20
1153600,70,0,441,408,19.09,50.19
1153700,69,1,441,408,19.12,50.20
1153800,70,1,442,408,19.11,50.19
1153900,70,2,442,408,19.10,50.22
1154000,71,2,441,408,19.10,50.19
1154100,69,0,441,409,19.11,50.20
1154200,71,1,442,408,19.09,50.22
1154300,70,2,444,408,19.10,50.21
1154400,67,0,446,409,19.10,50.20
1154500,70,1,446,408,19.10,50.19
1154600,70,1,447,409,19.09,50.16
1154700,70,0,446,408,19.10,50.21
1154800,68,3,446,408,19.10,50.16
1154900,70,1,446,408,19.10,50.22
1155000,71,0,446,408,19.10,50.21
1155100,68,0,445,409,19.10,50.20
1155200,70,2,446,408,19.10,50.16
1155300,68,0,447,409,19.11,50.16
1155400,69,0,446,409,19.11,50.16
1155500,70,4,446,408,19.11,50.15
1155600,70,1,448,409,19.11,50.19
1155700,70,1,450,408,19.11,50.16
1155800,70,1,450,408,19.10,50.18
1155900,70,0,450,408,19.09,50.17
1156000,70,1,449,408,19.11,50.18
1156100,71,2,449,408,19.11,50.17
1156200,70,0,448,408,19.10,50.18
1156300,69,3,447,408,19.11,50.18
1156400,70,1,446,409,19.12,50.19
1156500,70,1,446,409,19.11,50.14
1156600,69,1,445,408,19.10,50.15
1156700,68,0,445,408,19.11,50.18
1156800,67,0,445,408,19.12,50.21
1156900,70,1,445,408,19.11,50.21
1157000,69,0,446,409,19.11,50.20
1157100,70,1,444,409,19.12,50.18
1157200,69,2,444,408,19.12,50.19
1157300,70,0,444,409,19.10,50.24
1157400,70,1,444,408,19.11,50.21
1157500,70,1,443,408,19.10,50.23
1157600,71,1,442,408,19.11,50.26
1157700,69,1,441,409,19.11,50.25
1157800,70,1,441,408,19.11,50.26
1157900,70,1,442,408,19.10,50.26
1158000,69,0,441,408,19.11,50.25
1158100,70,1,440,409,19.11,50.25
1158200,69,2,440,409,19.11,50.24
1158300,70,1,439,409,19.11,50.25
1158400,68,0,437,408,19.11,50.25
1158500,70,1,437,408,19.11,50.25
1158600,69,0,436,408,19.11,50.26
1158700,68,1,436,408,19.10,50.25
1158800,69,0,438,409,19.10,50.25
1158900,70,1,437,408,19.11,50.27
1159000,71,1,436,409,19.11,50.26
1159100,69,1,436,408,19.12,50.29
1159200,70,1,436,408,19.11,50.26
1159300,69,1,436,409,19.11,50.25
