timestamp,smoke,flame,co,voc,temp,humid
1173900,71,0,445,409,19.09,50.28
1174000,70,0,445,409,19.11,50.28
1174100,69,0,444,409,19.09,50.34
1174200,68,0,445,409,19.09,50.31
1174300,70,1,444,409,19.08,50.30
1174400,70,1,443,409,19.10,50.31
1174500,70,1,444,409,19.11,50.32
1174600,70,0,443,408,19.10,50.33
1174700,69,0,442,408,19.10,50.31
1174800,70,0,441,408,19.09,50.32
1174900,70,1,441,409,19.11,50.33
1175000,67,0,441,409,19.09,50.32
1175100,70,1,441,409,19.09,50.33
1175200,70,1,440,409,19.09,50.33
1175300,69,0,441,409,19.09,50.29
1175400,71,1,440,409,19.08,50.33
1175500,69,0,438,409,19.08,50.33
1175600,69,0,437,409,19.09,50.34
1175700,68,0,437,409,19.07,50.33
1175800,70,1,436,408,19.10,50.33
1175900,70,0,437,409,19.09,50.32
1176000,71,3,437,409,19.09,50.30
1176100,70,2,436,408,19.09,50.31
1176200,70,0,437,408,19.10,50.33
1176300,70,2,436,408,19.10,50.32
1176400,70,1,438,409,19.09,50.34
1176500,71,2,437,409,19.09,50.33
1176600,70,1,437,409,19.09,50.36
1176700,70,0,436,409,19.10,50.33
1176800,70,0,436,409,19.10,50.31
1176900,70,1,435,409,19.09,50.34
1177000,70,0,433,409,19.11,50.32
1177100,70,1,432,408,19.10,50.32
1177200,70,2,433,408,19.09,50.32
1177300,70,0,434,408,19.09,50.31
1177400,71,1,434,409,19.10,50.32
1177500,69,1,435,409,19.09,50.33
1177600,69,0,435,408,19.10,50.32
1177700,69,1,436,409,19.11,50.34
1177800,70,1,437,409,19.10,50.32
1177900,69,0,436,409,19.10,50.30
1178000,68,0,437,408,19.10,50.30
1178100,70,2,437,408,19.10,50.33
1178200,69,0,438,409,19.10,50.33
1178300,71,2,438,408,19.10,50.33
1178400,70,1,438,408,19.10,50.35
1178500,70,1,438,408,19.09,50.30
1178600,70,1,438,408,19.08,50.32
1178700,68,0,439,408,19.10,50.31
1178800,67,1,439,409,19.10,50.34
1178900,70,0,440,408,19.10,50.32
1179000,69,0,441,408,19.10,50.31
1179100,69,0,442,408,19.11,50.33
1179200,70,1,442,408,19.10,50.32
1179300,71,10,442,409,19.10,50.34
1179400,68,2,442,408,19.10,50.34
1179500,67,0,441,408,19.10,50.34
1179600,70,1,442,408,19.10,50.32
1179700,68,0,444,408,19.09,50.35
1179800,69,0,446,408,19.10,50.33
1179900,69,1,446,408,19.09,50.38
1180000,68,0,446,408,19.10,50.36
1180100,70,1,446,408,19.09,50.31
1180200,69,0,446,409,19.11,50.33
1180300,70,2,446,409,19.10,50.35
1180400,70,0,446,405,19.10,50.35
1180500,70,0,446,409,19.10,50.32
1180600,70,0,446,408,19.09,50.33
1180700,68,0,446,408,19.09,50.35
1180800,70,0,446,408,19.10,50.37
1180900,71,1,446,408,19.11,50.36
1181000,70,0,447,408,19.10,50.35
1181100,70,1,448,408,19.10,50.33
1181200,70,1,450,409,19.09,50.32
1181300,68,0,450,408,19.09,50.34
1181400,68,0,449,408,19.11,50.35
1181500,70,1,449,409,19.09,50.38
1181600,69,0,448,408,19.09,50.37
1181700,67,2,448,409,19.10,50.32
1181800,71,1,447,408,19.09,50.35
1181900,68,0,446,408,19.10,50.36
1182000,67,0,445,408,19.08,50.38
1182100,68,1,445,409,19.08,50.37
1182200,69,0,445,408,19.10,50.37
1182300,68,0,445,408,19.10,50.36
1182400,68,1,445,408,19.10,50.36
1182500,70,0,445,408,19.10,50.35
1182600,68,1,444,409,19.08,50.37
1182700,68,0,444,409,19.10,50.37
1182800,70,1,444,409,19.09,50.37
1182900,70,1,443,408,19.09,50.36
1183000,70,2,443,408,19.09,50.38
1183100,69,0,442,408,19.10,50.35
1183200,69,2,441,408,19.10,50.38
1183300,70,1,441,408,19.08,50.37
1183400,70,1,441,409,19.09,50.39
1183500,70,0,441,409,19.08,50.41
1183600,69,1,441,408,19.09,50.36
1183700,69,1,441,409,19.08,50.37
1183800,69,0,441,408,19.09,50.37
