timestamp,smoke,voc,co,flame,temp,hum
1859888,165,810,28,125,34.6,44.67
1859988,160,819,27,160,34.39,45.07
1860088,163,823,32,172,34,45.45
1860188,179,832,30,147,33.92,45.78
1860288,183,846,27,150,33.52,45.57
1860388,179,839,25,175,33.13,44.82
1860488,166,844,23,187,33.18,44.4
1860588,170,847,26,172,32.78,43.86
1860688,182,855,26,146,32.43,43.71
1860788,194,864,26,120,32.44,43
1860888,181,873,25,122,32.33,42.55
1860988,195,869,27,153,32.36,43.21
1861088,191,880,29,165,32.42,43.6
1861188,177,887,28,141,32.08,44.04
1861288,183,883,24,167,32.23,43.68
1861388,195,873,24,143,32.05,42.96
1861488,180,871,28,122,32.15,43.61
1861588,186,878,34,160,31.8,44.04
1861688,186,869,34,131,31.87,43.63
1861788,182,873,35,135,32.02,43.45
1861888,188,876,37,133,31.94,43.11
1861988,194,882,36,115,31.87,43.03
1862088,192,888,38,145,31.6,43.42
1862188,195,884,33,140,31.4,43.91
1862288,194,876,32,167,31.44,43.06
1862388,201,877,31,178,31.2,42.57
1862488,189,872,35,158,31.22,42.79
1862588,192,868,37,149,31.3,42.58
1862688,185,871,40,153,31.12,42.68
1862788,193,873,36,172,31.07,42.5
1862888,188,869,38,177,31.24,42.57
1862988,188,864,34,180,31.18,42.01
1863088,175,859,36,167,31.23,41.85
1863188,174,859,32,164,31.23,42.02
1863288,171,854,34,150,31.3,42.71
1863388,173,855,34,141,31.11,42.9
1863488,185,862,35,138,31.01,42.49
1863588,179,858,31,163,30.99,42.41
1863688,190,860,29,140,30.9,42.87
1863788,185,852,33,162,30.73,42.25
1863888,171,859,29,136,30.86,42.02
1863988,173,859,27,122,30.91,42.74
1864088,164,860,26,129,30.8,42.13
1864188,179,869,25,156,30.9,41.44
1864288,168,859,26,175,30.67,41.45
1864388,158,870,29,190,30.58,41.97
1864488,166,865,28,185,30.38,41.73
1864588,180,875,32,146,30.48,42.34
1864688,172,881,36,138,30.22,42.06
1864788,167,886,38,165,30.4,42.85
1864888,156,885,36,189,30.58,43.08
1864988,171,892,32,192,30.71,42.29
1865088,178,900,34,205,30.64,42.41
1865188,167,886,34,168,30.44,42.59
1865288,179,895,32,154,30.28,42.62
1865388,191,883,34,128,30.44,42.25
1865488,193,872,34,107,30.29,42.24
1865588,182,879,31,126,30.27,41.69
1865688,177,868,30,122,30.45,42.47
1865788,184,867,33,123,30.59,42.63
1865888,184,859,30,116,30.55,42.25
1865988,196,863,30,117,30.43,42.47
1866088,189,874,33,97,30.58,42.87
1866188,194,881,30,119,30.7,43.4
1866288,178,886,35,133,30.55,43.31
1866388,177,874,31,119,30.58,43.96
1866488,190,870,27,131,30.32,43.42
1866588,197,864,28,147,30.15,43.66
1866688,185,870,32,138,30.21,43.58
1866788,195,869,32,149,30.1,43.9
1866888,204,873,32,142,30.21,43.48
1866988,189,879,30,141,30.35,44.01
1867088,179,885,32,117,30.25,43.46
1867188,191,880,35,97,30.22,42.97
1867288,174,880,39,108,30.16,42.37
1867388,164,874,38,96,30.14,41.66
1867488,165,877,33,92,29.99,42.28
1867588,173,880,37,127,29.76,42.96
1867688,182,883,40,137,29.9,42.94
1867788,168,883,37,153,29.94,42.49
1867888,176,885,34,175,29.94,42.49
1867988,191,876,37,151,29.99,42.58
1868088,187,887,38,147,30.17,42.35
1868188,199,893,36,158,30.09,42.53
1868288,202,898,39,180,30.31,42.19
1868388,185,887,34,161,30.13,42.52
1868488,183,884,32,172,30.3,42.7
1868588,174,889,32,174,30.15,43.02
1868688,176,895,30,192,30.15,42.63
1868788,180,896,31,190,30.04,42.89
1868888,171,896,34,181,30.12,43.11
1868988,184,898,34,162,30.35,42.41
1869088,178,903,30,180,30.58,41.94
1869188,176,908,33,145,30.49,42.69
1869288,165,898,34,149,30.56,43.12
1869388,176,887,34,166,30.29,43.65
1869488,180,887,33,140,30.11,43.9
1869588,182,879,35,135,30.19,44.06
1869688,194,890,35,164,30.35,44.45
