timestamp,smoke,flame,co,voc,temp,humid
1357200,70,0,435,404,19.16,48.93
1357300,70,0,436,404,19.17,48.93
1357400,69,1,435,404,19.17,48.91
1357500,69,1,436,404,19.17,48.96
1357600,69,1,436,403,19.15,48.97
1357700,70,0,437,403,19.17,49.01
1357800,69,2,436,404,19.16,48.99
1357900,67,2,437,403,19.16,49.00
1358000,70,1,436,404,19.15,49.02
1358100,69,1,437,403,19.17,49.06
1358200,69,1,436,404,19.18,49.10
1358300,71,0,439,403,19.17,49.16
1358400,68,1,440,404,19.18,49.12
1358500,70,1,440,404,19.17,49.13
1358600,69,0,442,403,19.17,49.23
1358700,70,2,441,404,19.18,49.24
1358800,70,1,439,404,19.18,49.25
1358900,66,1,439,404,19.16,49.27
1359000,68,0,440,403,19.17,49.28
1359100,69,0,441,403,19.17,49.31
1359200,70,1,441,403,19.17,49.33
1359300,70,2,440,403,19.18,49.38
1359400,69,1,439,403,19.18,49.40
1359500,70,0,440,403,19.18,49.43
1359600,70,0,440,404,19.17,49.41
1359700,69,1,439,404,19.17,49.44
1359800,70,1,442,403,19.18,49.48
1359900,69,0,442,404,19.16,49.46
1360000,68,0,442,403,19.17,49.50
1360100,70,0,441,404,19.17,49.48
1360200,70,0,442,403,19.16,49.56
1360300,69,1,441,404,19.19,49.54
1360400,68,1,440,403,19.18,49.54
1360500,68,2,438,403,19.17,49.55
1360600,68,0,439,403,19.17,49.56
1360700,70,0,439,404,19.17,49.56
1360800,68,0,440,403,19.18,49.58
1360900,70,0,439,403,19.16,49.57
1361000,69,1,438,403,19.17,49.59
1361100,70,0,438,404,19.18,49.64
1361200,68,0,440,404,19.17,49.62
1361300,69,1,440,403,19.17,49.61
1361400,67,1,439,404,19.17,49.59
1361500,69,1,440,404,19.17,49.64
1361600,69,0,440,404,19.16,49.58
1361700,67,1,439,403,19.15,49.58
1361800,70,0,439,404,19.16,49.59
1361900,70,0,439,404,19.17,49.60
1362000,69,0,440,404,19.15,49.59
1362100,69,0,438,404,19.16,49.56
1362200,68,4,439,404,19.15,49.55
1362300,70,1,438,403,19.15,49.55
1362400,68,1,438,404,19.16,49.55
1362500,70,0,436,404,19.16,49.54
1362600,71,0,436,404,19.15,49.55
1362700,69,2,437,403,19.18,49.56
1362800,69,2,436,404,19.17,49.56
1362900,70,0,436,404,19.16,49.58
1363000,69,1,435,403,19.17,49.56
1363100,69,1,433,404,19.17,49.60
1363200,70,5,431,404,19.16,49.60
1363300,69,0,432,404,19.17,49.61
1363400,70,0,434,402,19.15,49.62
1363500,68,3,433,404,19.16,49.64
1363600,70,1,433,404,19.16,49.68
1363700,69,0,432,404,19.17,49.69
1363800,70,1,434,404,19.16,49.70
1363900,67,2,435,404,19.17,49.75
1364000,67,1,434,403,19.16,49.73
1364100,70,0,434,404,19.16,49.74
1364200,68,1,433,404,19.17,49.81
1364300,70,1,433,404,19.16,49.80
1364400,70,0,434,404,19.17,49.78
1364500,69,1,432,404,19.17,49.83
1364600,68,0,432,403,19.16,49.79
1364700,69,1,431,404,19.16,49.78
1364800,69,0,431,404,19.17,49.83
1364900,69,1,432,404,19.17,49.82
1365000,69,1,432,404,19.15,49.82
1365100,68,0,432,404,19.16,49.84
1365200,68,2,433,404,19.16,49.82
1365300,68,1,433,404,19.17,49.82
1365400,68,1,434,404,19.16,49.84
1365500,70,2,435,402,19.17,49.83
1365600,68,1,434,403,19.15,49.83
1365700,70,1,433,404,19.15,49.84
1365800,69,1,434,405,19.16,49.84
1365900,68,1,435,404,19.16,49.79
1366000,70,1,436,404,19.16,49.83
1366100,70,0,435,404,19.16,49.81
1366200,69,2,435,404,19.16,49.80
1366300,68,1,435,403,19.16,49.84
1366400,70,1,434,404,19.15,49.78
1366500,67,1,436,404,19.17,49.79
1366600,68,1,436,404,19.17,49.85
1366700,69,2,436,404,19.16,49.84
1366800,70,0,436,404,19.15,49.82
1366900,68,1,437,404,19.15,49.84
1367000,70,0,438,404,19.17,49.85
1367100,69,0,437,404,19.16,49.84
