timestamp,smoke,flame,co,voc,temp,humid
1430500,67,1,433,399,19.16,49.05
1430600,68,0,433,398,19.17,49.11
1430700,68,6,432,399,19.16,49.10
1430800,67,1,432,399,19.17,49.12
1430900,68,1,433,398,19.16,49.19
1431000,68,1,432,399,19.14,49.21
1431100,68,0,432,399,19.16,49.22
1431200,68,2,432,399,19.16,49.20
1431300,66,1,432,399,19.16,49.26
1431400,69,3,432,399,19.16,49.25
1431500,68,2,431,399,19.16,49.23
1431600,68,0,432,399,19.15,49.24
1431700,69,1,431,398,19.16,49.16
1431800,68,1,431,399,19.16,49.11
1431900,68,1,430,398,19.15,49.07
1432000,68,3,431,398,19.16,49.00
1432100,69,1,429,398,19.16,48.93
1432200,68,1,429,399,19.16,48.85
1432300,64,3,429,399,19.17,48.82
1432400,69,3,430,398,19.15,48.74
1432500,66,0,429,398,19.16,48.68
1432600,67,1,428,398,19.15,48.61
1432700,68,0,429,399,19.16,48.55
1432800,67,1,428,398,19.16,48.50
1432900,65,1,427,398,19.15,48.45
1433000,68,0,425,398,19.16,48.41
1433100,66,0,424,398,19.16,48.34
1433200,68,1,424,398,19.16,48.28
1433300,68,1,425,399,19.17,48.25
1433400,67,0,426,398,19.16,48.18
1433500,68,5,424,398,19.15,48.12
1433600,70,2,425,398,19.17,48.08
1433700,66,0,426,398,19.15,48.04
1433800,67,2,426,398,19.16,48.00
1433900,68,0,426,399,19.16,47.97
1434000,69,2,427,398,19.17,47.94
1434100,68,2,426,398,19.17,47.92
1434200,68,0,426,398,19.17,47.89
1434300,68,1,424,398,19.16,47.86
1434400,68,0,424,398,19.16,47.82
1434500,67,0,422,397,19.17,47.80
1434600,69,0,422,398,19.15,47.74
1434700,69,4,423,397,19.15,47.75
1434800,68,2,423,399,19.16,47.74
1434900,66,1,423,398,19.17,47.69
1435000,68,0,424,397,19.16,47.75
1435100,68,0,424,399,19.16,47.68
1435200,70,1,425,397,19.17,47.67
1435300,66,0,425,398,19.15,47.64
1435400,69,3,425,397,19.16,47.67
1435500,66,5,425,398,19.16,47.62
1435600,69,1,427,398,19.17,47.65
1435700,69,1,426,397,19.16,47.62
1435800,68,0,428,398,19.17,47.62
1435900,66,0,427,398,19.17,47.60
1436000,68,2,424,398,19.17,47.60
1436100,67,0,427,398,19.17,47.60
1436200,67,0,427,397,19.17,47.64
1436300,68,2,428,398,19.17,47.65
1436400,67,1,428,398,19.18,47.61
1436500,67,1,427,398,19.17,47.66
1436600,68,2,428,398,19.18,47.71
1436700,66,1,430,398,19.18,47.72
1436800,67,0,430,398,19.16,47.78
1436900,67,0,430,397,19.18,47.85
1437000,65,0,429,398,19.17,47.91
1437100,68,1,430,398,19.17,48.00
1437200,68,2,430,398,19.18,48.04
1437300,68,0,430,397,19.17,48.10
1437400,69,2,430,398,19.19,48.17
1437500,68,2,430,397,19.17,48.22
1437600,68,1,430,398,19.18,48.29
1437700,68,2,431,398,19.18,48.34
1437800,69,1,433,398,19.17,48.30
1437900,66,0,433,397,19.19,48.37
1438000,68,1,434,398,19.19,48.34
1438100,68,1,433,399,19.20,48.39
1438200,63,0,433,398,19.19,48.42
1438300,66,1,433,398,19.17,48.42
1438400,66,0,433,398,19.18,48.42
1438500,67,0,432,398,19.19,48.43
1438600,68,1,432,397,19.18,48.44
1438700,66,0,432,397,19.18,48.45
1438800,66,0,432,398,19.19,48.48
1438900,68,1,433,397,19.18,48.51
1439000,68,2,433,398,19.18,48.54
1439100,68,2,433,397,19.18,48.53
1439200,68,1,434,398,19.18,48.63
1439300,68,2,436,397,19.18,48.63
1439400,67,1,435,397,19.19,48.68
1439500,67,2,436,397,19.18,48.75
1439600,67,0,435,397,19.18,48.77
1439700,67,1,436,397,19.19,48.80
1439800,68,2,434,398,19.19,48.84
1439900,69,1,434,397,19.20,48.86
1440000,68,0,434,397,19.18,48.89
1440100,68,2,433,397,19.17,48.94
1440200,68,1,433,397,19.18,48.93
1440300,68,1,432,397,19.18,49.01
1440400,68,0,432,397,19.18,48.99
1440500,68,3,433,397,19.18,49.00
