timestamp,smoke,flame,co,voc,temp,humid
1381600,68,1,437,403,19.14,50.03
1381700,69,0,436,404,19.17,50.01
1381800,68,1,435,403,19.17,50.07
1381900,67,0,436,404,19.16,50.06
1382000,68,1,435,403,19.16,50.04
1382100,70,0,435,403,19.15,50.06
1382200,70,2,434,404,19.17,50.05
1382300,70,0,434,403,19.16,50.01
1382400,69,0,434,404,19.17,49.99
1382500,69,1,433,403,19.17,49.99
1382600,69,0,435,403,19.14,49.97
1382700,69,0,432,404,19.16,49.97
1382800,68,1,432,403,19.16,49.93
1382900,67,1,432,404,19.15,49.92
1383000,66,0,433,403,19.16,49.91
1383100,69,0,431,404,19.16,49.92
1383200,69,6,431,404,19.17,49.89
1383300,70,1,430,403,19.16,49.91
1383400,68,1,431,403,19.15,49.88
1383500,69,0,432,403,19.15,49.86
1383600,68,2,431,403,19.16,49.86
1383700,69,1,431,403,19.16,49.89
1383800,67,0,432,403,19.16,49.89
1383900,70,2,431,403,19.16,49.86
1384000,69,0,430,403,19.15,49.87
1384100,68,1,430,403,19.14,49.87
1384200,69,0,431,403,19.14,49.87
1384300,69,2,429,403,19.14,49.89
1384400,67,0,430,403,19.16,49.90
1384500,67,0,430,403,19.15,49.91
1384600,69,1,427,403,19.15,49.91
1384700,68,1,428,403,19.14,49.92
1384800,69,0,428,403,19.14,49.92
1384900,67,0,429,403,19.16,49.92
1385000,68,0,429,403,19.15,49.93
1385100,69,0,428,403,19.15,49.93
1385200,67,1,429,403,19.14,49.93
1385300,67,3,432,402,19.15,49.96
1385400,69,5,430,403,19.16,49.95
1385500,69,1,429,399,19.15,49.98
1385600,69,0,429,403,19.15,49.97
1385700,67,1,430,403,19.14,49.95
1385800,69,0,428,403,19.13,49.99
1385900,70,2,431,403,19.15,49.99
1386000,68,0,430,404,19.16,50.01
1386100,68,2,430,403,19.15,49.97
1386200,69,0,429,402,19.15,50.02
1386300,70,2,428,403,19.15,50.03
1386400,68,1,429,403,19.14,49.97
1386500,69,0,430,403,19.16,50.03
1386600,69,1,430,403,19.16,50.01
1386700,68,2,431,403,19.14,49.99
1386800,70,0,431,403,19.15,49.98
1386900,69,1,431,401,19.15,49.99
1387000,67,2,432,403,19.14,49.93
1387100,68,1,433,403,19.16,49.92
1387200,70,0,433,403,19.15,49.86
1387300,68,2,433,403,19.14,49.85
1387400,68,0,434,403,19.15,49.75
1387500,69,1,435,403,19.16,49.75
1387600,69,1,435,402,19.15,49.74
1387700,67,1,435,403,19.15,49.73
1387800,67,1,437,403,19.15,49.76
1387900,69,3,438,402,19.14,49.78
1388000,67,0,438,403,19.15,49.75
1388100,69,0,438,402,19.16,49.77
1388200,70,0,437,403,19.14,49.78
1388300,68,1,436,403,19.16,49.79
1388400,66,0,437,403,19.14,49.79
1388500,68,1,437,402,19.15,49.81
1388600,69,1,436,402,19.15,49.83
1388700,65,0,436,403,19.15,49.86
1388800,69,2,436,402,19.14,49.88
1388900,69,1,436,402,19.15,49.87
1389000,68,1,436,402,19.15,49.88
1389100,68,0,436,402,19.16,49.85
1389200,67,0,437,403,19.15,49.86
1389300,67,0,437,402,19.15,49.84
1389400,68,1,438,403,19.16,49.86
1389500,68,2,439,402,19.15,49.89
1389600,67,1,440,402,19.14,49.88
1389700,68,0,440,403,19.14,49.89
1389800,68,0,439,402,19.15,49.89
1389900,67,2,439,403,19.16,49.89
1390000,67,1,439,402,19.15,49.91
1390100,68,2,437,403,19.15,49.92
1390200,67,1,436,402,19.15,49.93
1390300,68,1,434,403,19.16,49.92
1390400,68,1,435,402,19.15,49.90
1390500,68,0,435,403,19.15,49.94
1390600,69,0,435,402,19.15,49.94
1390700,69,1,434,402,19.14,49.96
1390800,68,2,433,402,19.15,49.94
1390900,66,1,433,402,19.15,49.94
1391000,68,2,432,402,19.15,49.96
1391100,66,1,432,402,19.16,49.96
1391200,67,0,429,402,19.15,49.92
1391300,69,0,434,402,19.14,49.93
1391400,68,0,434,402,19.16,49.90
1391500,69,0,434,402,19.15,49.86
1391600,68,1,433,402,19.14,49.82
