timestamp,smoke,flame,co,voc,temp,humid
1308300,69,1,439,407,19.12,48.92
1308400,71,0,441,406,19.12,48.89
1308500,68,0,443,406,19.11,48.90
1308600,69,1,444,406,19.12,48.91
1308700,71,0,444,406,19.12,48.91
1308800,70,1,444,406,19.13,48.91
1308900,69,1,443,407,19.13,48.92
1309000,69,0,443,406,19.13,48.90
1309100,69,1,443,406,19.13,48.88
1309200,69,2,443,406,19.14,48.88
1309300,69,0,443,406,19.13,48.87
1309400,69,1,440,406,19.13,48.87
1309500,70,6,442,405,19.14,48.87
1309600,69,1,442,406,19.12,48.84
1309700,69,0,444,406,19.13,48.82
1309800,68,0,444,406,19.12,48.80
1309900,67,0,446,406,19.13,48.78
1310000,70,0,446,406,19.12,48.77
1310100,70,0,447,406,19.12,48.74
1310200,70,0,445,405,19.12,48.71
1310300,70,1,444,406,19.12,48.68
1310400,68,0,444,406,19.12,48.63
1310500,69,0,443,406,19.13,48.55
1310600,69,2,442,406,19.13,48.54
1310700,67,0,442,406,19.14,48.48
1310800,68,1,442,405,19.13,48.43
1310900,70,2,441,406,19.13,48.36
1311000,70,1,441,406,19.11,48.34
1311100,67,1,441,406,19.12,48.27
1311200,69,0,442,405,19.13,48.25
1311300,70,0,442,405,19.12,48.22
1311400,68,3,442,405,19.12,48.14
1311500,69,1,441,406,19.13,48.16
1311600,69,1,441,405,19.13,48.11
1311700,70,1,439,406,19.12,48.06
1311800,68,1,440,405,19.11,48.05
1311900,70,0,440,405,19.13,48.05
1312000,70,0,438,405,19.13,48.04
1312100,69,1,438,405,19.13,48.02
1312200,69,1,438,405,19.13,48.01
1312300,69,2,439,406,19.11,48.02
1312400,66,2,437,406,19.13,48.01
1312500,69,2,438,405,19.11,47.98
1312600,68,1,437,405,19.11,48.00
1312700,70,0,438,405,19.12,48.02
1312800,69,1,437,405,19.11,48.04
1312900,70,0,436,405,19.11,48.03
1313000,70,2,435,405,19.11,48.04
1313100,70,0,435,405,19.12,48.05
1313200,67,1,434,405,19.13,48.06
1313300,68,0,434,406,19.12,48.11
1313400,69,1,434,405,19.12,48.11
1313500,68,4,435,405,19.12,48.13
1313600,70,0,435,405,19.14,48.17
1313700,69,2,435,405,19.12,48.20
1313800,67,1,435,406,19.12,48.19
1313900,70,0,434,404,19.13,48.17
1314000,69,2,434,406,19.13,48.19
1314100,71,0,435,405,19.11,48.22
1314200,69,3,434,406,19.09,48.24
1314300,70,2,433,405,19.13,48.26
1314400,68,2,433,405,19.13,48.24
1314500,69,1,432,405,19.11,48.27
1314600,68,6,432,405,19.10,48.26
1314700,69,0,432,406,19.12,48.27
1314800,69,0,431,405,19.11,48.27
1314900,67,0,431,405,19.13,48.31
1315000,69,0,432,405,19.12,48.34
1315100,70,0,433,405,19.12,48.35
1315200,69,1,433,406,19.13,48.37
1315300,70,1,434,405,19.13,48.40
1315400,70,0,434,403,19.13,48.40
1315500,66,1,434,405,19.13,48.45
1315600,69,0,435,406,19.13,48.48
1315700,67,3,434,406,19.12,48.49
1315800,67,0,437,405,19.12,48.52
1315900,69,1,435,406,19.13,48.57
1316000,69,0,435,406,19.11,48.57
1316100,69,1,435,406,19.11,48.60
1316200,70,0,436,405,19.13,48.64
1316300,68,1,436,405,19.12,48.66
1316400,68,1,436,405,19.12,48.69
1316500,68,1,436,406,19.13,48.72
1316600,70,0,437,406,19.12,48.73
1316700,70,0,438,405,19.12,48.79
1316800,68,1,438,405,19.12,48.80
1316900,69,1,438,406,19.12,48.82
1317000,69,1,439,406,19.12,48.85
1317100,70,2,439,406,19.12,48.90
1317200,70,0,439,406,19.11,48.90
1317300,69,1,439,405,19.11,48.91
1317400,69,1,439,405,19.13,48.92
1317500,69,0,439,406,19.12,48.99
1317600,69,1,440,405,19.13,48.99
1317700,70,0,443,405,19.13,49.01
1317800,69,2,442,405,19.13,49.04
1317900,70,0,442,406,19.12,49.07
1318000,69,0,443,406,19.13,49.05
1318100,69,0,442,406,19.12,49.11
1318200,69,1,442,405,19.14,49.14
