timestamp,smoke,flame,co,voc,temp,humid
1467200,69,2,425,399,19.17,49.25
1467300,66,0,424,399,19.18,49.23
1467400,66,3,425,399,19.18,49.23
1467500,69,1,425,399,19.19,49.21
1467600,69,1,425,399,19.20,49.17
1467700,69,1,425,398,19.17,49.16
1467800,67,0,426,399,19.18,49.13
1467900,69,1,425,399,19.19,49.13
1468000,69,1,426,399,19.17,49.11
1468100,69,0,426,398,19.18,49.07
1468200,68,1,426,399,19.17,49.06
1468300,69,0,428,399,19.17,49.05
1468400,67,0,428,399,19.18,49.05
1468500,67,1,429,399,19.17,49.01
1468600,68,1,430,399,19.16,49.01
1468700,69,0,430,398,19.17,48.99
1468800,67,2,430,398,19.17,48.98
1468900,68,1,430,399,19.18,48.93
1469000,68,1,430,398,19.18,48.92
1469100,67,2,431,399,19.18,48.90
1469200,69,1,431,399,19.16,48.90
1469300,68,1,431,399,19.17,48.88
1469400,66,1,431,398,19.17,48.91
1469500,68,1,432,398,19.19,48.88
1469600,66,1,434,399,19.17,48.92
1469700,67,0,434,399,19.17,48.92
1469800,67,1,435,399,19.18,48.91
1469900,67,3,434,398,19.19,48.95
1470000,67,1,434,400,19.17,48.94
1470100,68,3,434,399,19.18,48.97
1470200,68,2,433,399,19.18,48.96
1470300,67,0,433,398,19.18,49.00
1470400,66,0,432,399,19.19,49.00
1470500,69,0,432,399,19.18,49.05
1470600,68,1,433,399,19.18,49.07
1470700,69,1,433,398,19.18,49.09
1470800,66,0,434,399,19.18,49.10
1470900,68,1,434,399,19.18,49.11
1471000,67,0,434,399,19.20,49.15
1471100,69,1,434,399,19.19,49.14
1471200,67,1,435,398,19.19,49.18
1471300,68,1,436,398,19.19,49.17
1471400,66,1,436,399,19.18,49.19
1471500,68,1,434,398,19.19,49.21
1471600,68,1,434,398,19.19,49.23
1471700,69,1,434,399,19.20,49.23
1471800,68,0,433,399,19.19,49.23
1471900,67,0,433,399,19.19,49.22
1472000,67,0,432,398,19.18,49.28
1472100,69,0,432,399,19.19,49.27
1472200,69,1,432,399,19.19,49.26
1472300,68,1,431,399,19.16,49.29
1472400,67,0,431,399,19.18,49.32
1472500,68,1,431,398,19.17,49.25
1472600,68,1,432,399,19.18,49.30
1472700,64,0,431,399,19.18,49.29
1472800,69,1,432,399,19.18,49.30
1472900,66,1,431,398,19.17,49.28
1473000,68,0,432,398,19.18,49.23
1473100,68,1,431,399,19.16,49.23
1473200,67,3,431,398,19.17,49.22
1473300,66,1,431,399,19.18,49.18
1473400,68,0,431,398,19.18,49.12
1473500,68,0,431,399,19.16,49.12
1473600,66,0,430,398,19.18,49.06
1473700,66,1,430,398,19.17,49.02
1473800,68,1,430,398,19.17,49.00
1473900,68,0,430,398,19.17,48.98
1474000,69,0,430,398,19.18,48.98
1474100,69,1,429,398,19.18,48.96
1474200,67,1,429,398,19.17,48.94
1474300,69,1,429,398,19.18,48.95
1474400,65,0,430,398,19.17,48.99
1474500,68,1,429,398,19.17,48.99
1474600,66,0,429,398,19.17,48.98
1474700,67,0,428,398,19.17,49.02
1474800,68,0,426,398,19.17,49.06
1474900,69,1,426,398,19.17,49.02
1475000,66,1,425,398,19.17,49.11
1475100,68,1,425,397,19.18,49.09
1475200,67,0,426,398,19.18,49.12
1475300,67,1,426,398,19.18,49.14
1475400,68,2,425,398,19.16,49.14
1475500,69,1,426,397,19.17,49.15
1475600,67,0,426,398,19.16,49.18
1475700,66,0,427,398,19.16,49.16
1475800,68,0,426,398,19.18,49.16
1475900,65,1,425,398,19.17,49.16
1476000,67,1,426,399,19.16,49.17
1476100,68,0,425,398,19.16,49.16
1476200,68,1,425,398,19.16,49.17
1476300,66,1,425,398,19.17,49.16
1476400,67,1,422,398,19.16,49.14
1476500,67,1,422,398,19.17,49.14
1476600,67,0,423,398,19.16,49.11
1476700,68,1,422,398,19.16,49.10
1476800,68,1,423,398,19.17,49.09
1476900,68,0,423,398,19.17,49.10
1477000,68,1,424,398,19.16,49.08
1477100,67,2,425,398,19.17,49.07
