timestamp,smoke,flame,co,voc,temp,humid
1344900,69,0,438,404,19.17,49.44
1345000,68,1,435,404,19.17,49.45
1345100,70,0,434,404,19.17,49.45
1345200,70,1,433,404,19.15,49.45
1345300,69,0,434,404,19.16,49.46
1345400,68,0,432,403,19.17,49.49
1345500,68,1,429,404,19.16,49.50
1345600,69,1,428,404,19.17,49.46
1345700,67,1,429,404,19.17,49.48
1345800,69,1,429,404,19.16,49.47
1345900,69,1,431,404,19.17,49.47
1346000,69,2,430,404,19.17,49.47
1346100,69,1,432,403,19.16,49.48
1346200,68,1,433,404,19.16,49.46
1346300,69,1,432,404,19.16,49.44
1346400,69,0,435,404,19.17,49.47
1346500,70,1,434,404,19.16,49.45
1346600,69,0,435,404,19.17,49.44
1346700,69,1,432,404,19.17,49.44
1346800,66,1,434,404,19.17,49.42
1346900,69,0,434,404,19.17,49.43
1347000,69,1,435,404,19.16,49.41
1347100,69,0,436,404,19.17,49.43
1347200,68,1,435,403,19.19,49.45
1347300,68,1,434,404,19.17,49.42
1347400,68,2,434,404,19.17,49.38
1347500,68,1,434,404,19.17,49.41
1347600,69,1,435,404,19.16,49.41
1347700,69,1,435,404,19.17,49.38
1347800,69,2,434,404,19.17,49.36
1347900,67,1,437,404,19.17,49.37
1348000,69,1,439,404,19.16,49.32
1348100,70,0,437,404,19.18,49.36
1348200,70,1,437,404,19.18,49.37
1348300,69,0,438,404,19.16,49.33
1348400,69,0,438,404,19.18,49.32
1348500,69,0,438,404,19.16,49.29
1348600,69,0,438,404,19.17,49.25
1348700,67,0,437,404,19.18,49.26
1348800,67,1,438,404,19.17,49.26
1348900,69,2,440,404,19.18,49.23
1349000,69,2,442,404,19.17,49.26
1349100,66,2,441,404,19.17,49.25
1349200,69,2,442,404,19.17,49.23
1349300,69,4,441,404,19.17,49.24
1349400,69,1,439,404,19.18,49.18
1349500,69,1,440,404,19.17,49.20
1349600,68,1,441,404,19.17,49.20
1349700,70,0,441,404,19.17,49.17
1349800,69,1,441,404,19.17,49.15
1349900,70,2,440,404,19.17,49.15
1350000,69,0,441,404,19.17,49.16
1350100,69,0,441,404,19.17,49.18
1350200,69,0,441,404,19.17,49.14
1350300,68,0,442,404,19.16,49.14
1350400,68,1,444,404,19.17,49.19
1350500,70,0,444,404,19.17,49.18
1350600,68,2,445,404,19.17,49.19
1350700,70,2,445,404,19.16,49.17
1350800,68,1,445,403,19.18,49.15
1350900,67,0,444,404,19.17,49.14
1351000,69,1,442,404,19.17,49.17
1351100,68,1,442,403,19.17,49.14
1351200,70,1,442,403,19.17,49.11
1351300,70,0,440,404,19.17,49.13
1351400,70,0,440,403,19.17,49.10
1351500,68,2,438,404,19.18,49.12
1351600,66,1,439,404,19.17,49.10
1351700,69,1,440,404,19.17,49.06
1351800,70,1,439,404,19.17,49.06
1351900,68,0,440,404,19.18,49.05
1352000,67,1,440,404,19.17,49.08
1352100,69,4,439,404,19.17,49.03
1352200,69,0,439,404,19.17,49.03
1352300,70,1,439,404,19.16,49.02
1352400,70,1,438,400,19.17,49.00
1352500,67,0,438,404,19.17,49.00
1352600,69,1,439,403,19.18,48.98
1352700,69,1,437,404,19.18,48.98
1352800,70,1,437,404,19.18,48.93
1352900,69,1,438,404,19.16,48.93
1353000,70,0,437,403,19.17,48.97
1353100,67,1,437,403,19.17,48.90
1353200,70,0,435,404,19.16,48.86
1353300,69,1,436,402,19.17,48.90
1353400,69,2,434,403,19.17,48.84
1353500,69,2,435,403,19.17,48.85
1353600,70,0,434,403,19.17,48.81
1353700,70,1,432,404,19.17,48.79
1353800,68,0,432,404,19.17,48.77
1353900,69,2,432,404,19.16,48.77
1354000,69,0,434,404,19.16,48.78
1354100,69,0,433,404,19.17,48.75
1354200,70,0,433,404,19.18,48.74
1354300,69,1,434,404,19.18,48.72
1354400,68,1,432,403,19.18,48.75
1354500,68,1,431,404,19.17,48.73
1354600,69,1,432,403,19.17,48.71
1354700,69,1,431,403,19.16,48.71
1354800,67,1,430,403,19.17,48.74
1354900,67,1,431,403,19.17,48.75
