timestamp,smoke,flame,co,voc,temp,humid
1271600,70,2,442,411,19.09,50.38
1271700,70,0,442,411,19.09,50.42
1271800,71,1,442,411,19.09,50.40
1271900,70,0,441,411,19.10,50.38
1272000,68,1,441,411,19.08,50.41
1272100,70,0,441,412,19.08,50.38
1272200,71,1,444,411,19.09,50.43
1272300,69,0,445,410,19.09,50.41
1272400,71,0,446,411,19.08,50.39
1272500,69,0,447,411,19.08,50.36
1272600,71,0,447,411,19.09,50.37
1272700,69,0,447,411,19.09,50.37
1272800,69,0,446,411,19.10,50.42
1272900,69,0,446,410,19.08,50.41
1273000,70,1,446,411,19.09,50.41
1273100,71,2,445,410,19.10,50.37
1273200,68,0,445,410,19.10,50.41
1273300,70,1,445,411,19.10,50.38
1273400,68,0,446,411,19.09,50.41
1273500,71,1,446,410,19.09,50.42
1273600,69,1,446,411,19.09,50.40
1273700,70,1,447,410,19.10,50.38
1273800,69,0,448,410,19.10,50.39
1273900,71,1,449,410,19.10,50.38
1274000,70,1,450,411,19.09,50.38
1274100,70,1,449,411,19.09,50.37
1274200,71,1,450,411,19.08,50.40
1274300,71,1,448,409,19.09,50.37
1274400,70,2,448,411,19.08,50.36
1274500,70,1,447,411,19.08,50.38
1274600,70,1,444,410,19.10,50.33
1274700,70,0,446,411,19.09,50.37
1274800,70,1,446,410,19.10,50.38
1274900,70,1,447,411,19.09,50.36
1275000,71,1,446,411,19.07,50.37
1275100,69,0,445,410,19.08,50.33
1275200,70,0,445,410,19.09,50.35
1275300,71,1,445,411,19.09,50.35
1275400,68,1,445,411,19.08,50.34
1275500,71,1,445,411,19.09,50.34
1275600,71,1,445,411,19.07,50.33
1275700,69,0,445,411,19.07,50.31
1275800,70,1,445,411,19.08,50.29
1275900,68,1,444,411,19.08,50.32
1276000,71,0,444,410,19.08,50.28
1276100,71,1,442,411,19.09,50.30
1276200,70,0,442,410,19.08,50.30
1276300,69,1,442,411,19.09,50.29
1276400,69,0,441,410,19.08,50.27
1276500,71,1,441,411,19.09,50.28
1276600,71,0,442,411,19.09,50.28
1276700,73,8,442,410,19.10,50.27
1276800,68,1,442,411,19.09,50.26
1276900,68,0,441,410,19.09,50.26
1277000,71,0,440,411,19.10,50.26
1277100,71,2,438,411,19.09,50.26
1277200,69,2,439,411,19.09,50.28
1277300,71,1,437,411,19.09,50.24
1277400,71,0,437,410,19.09,50.18
1277500,71,0,438,411,19.08,50.23
1277600,71,2,438,411,19.09,50.22
1277700,70,2,438,411,19.08,50.23
1277800,71,1,439,411,19.08,50.20
1277900,70,0,438,410,19.09,50.21
1278000,69,1,438,411,19.08,50.20
1278100,71,2,438,411,19.08,50.21
1278200,69,0,438,411,19.07,50.20
1278300,71,1,437,411,19.09,50.21
1278400,69,0,437,411,19.10,50.21
1278500,68,0,437,411,19.09,50.20
1278600,70,0,435,410,19.09,50.19
1278700,69,2,435,411,19.08,50.15
1278800,70,0,434,410,19.07,50.18
1278900,71,1,435,411,19.08,50.17
1279000,68,1,436,411,19.09,50.18
1279100,70,0,435,411,19.08,50.16
1279200,69,1,436,410,19.09,50.15
1279300,70,0,437,410,19.09,50.11
1279400,71,0,437,411,19.10,50.15
1279500,70,1,438,411,19.09,50.14
1279600,70,0,437,411,19.08,50.13
1279700,68,0,438,411,19.08,50.13
1279800,71,0,438,410,19.09,50.13
1279900,70,2,439,411,19.09,50.09
1280000,71,1,438,411,19.10,50.08
1280100,70,1,439,411,19.08,50.05
1280200,71,0,438,410,19.09,50.09
1280300,71,0,438,411,19.10,50.07
1280400,69,0,439,411,19.09,50.06
1280500,69,0,440,411,19.10,50.06
1280600,69,0,440,411,19.10,50.09
1280700,70,1,440,411,19.09,50.02
1280800,71,1,441,410,19.08,50.04
1280900,72,2,442,410,19.10,50.08
1281000,69,0,442,411,19.09,50.07
1281100,70,1,442,410,19.10,50.03
1281200,70,0,443,411,19.09,50.04
1281300,70,0,443,411,19.08,50.01
1281400,71,0,442,411,19.07,50.01
1281500,70,1,442,411,19.08,50.02
1281600,70,1,442,411,19.09,50.03
